# 六级单词表 · 共 5407 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
expedition,/.ekspi'diʃәn/,"n. 远征, 探险队, 迅速",n. a military campaign designed to achieve a specific objective in a foreign country；n. an organized group of people undertaking a journey for a particular purpose
expel,/ik'spel/,"vt. 驱逐, 逐出, 排出, 开除；[医] 排除, 迫出",v. force to leave or move out
expenditure,/ik'spenditʃә/,"n. 开支, 费用, 用光, 消费额；[经] 支出, 费用, 消费",n money paid out; an amount spent；n the act of spending money for goods or services
experience,/ik'spiәriәns/,"n. 经历, 经验, 体验；vt. 经历, 经验, 体验",n. the accumulation of knowledge or skill that results from direct participation in events or activities；n. the content of direct observation or participation in an event
experiment,/ik'sperimәnt/,"n. 实验, 试验, 实验仪器；vi. 实验, 尝试",n. the act of conducting a controlled test or investigation；n. the testing of an idea
experimental,/ik.speri'mentәl/,"a. 实验的, 根据实验的；[医] 实验的",a. relating to or based on experiment；s. relying on observation or experiment
experimentally,/ik.speri'mentli/,"adv. 实验式地, 在实验上",r. in an experimental fashion
experimentation,"/eks,perimen'teiʃәn/","n. 实验, 试验, 实验法；[化] 实验; 实验过程",n the testing of an idea；n the act of conducting a controlled test or investigation
expertise,/.ekspә:'ti:z/,"n. 专家意见, 专门技术；[法] 专门知识, 专家意见",n skillfulness by virtue of possessing special knowledge
expire,/ik'spaiә/,"vi. 期满, 呼气, 断气；vt. 呼出",v lose validity；v pass from physical life and lose all bodily attributes and functions necessary to sustain life
explain,/ik'splein/,"v. 解释, 说明",v. make plain and comprehensible；v. define
explanation,/.eksplә'neiʃәn/,"n. 解释, 说明, 辩解, 表明；[经] 解释, 注释, 说明",n. a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.；n. thought that makes something comprehensible
explicit,/ik'splisit/,"a. 详述的, 清楚的, 直言的",a. precisely and clearly expressed or readily observable; leaving nothing to implication
explode,/ik'splәud/,"vi. 爆炸, 爆发, 激增；vt. 使爆炸","v. cause to burst with a violent release of energy；v. burst outward, usually with noise"
exploit,/'eksplɒit/,"n. 功绩, 勋绩；vt. 开发, 利用, 开拓, 剥削",v. use or manipulate to one's advantage；v. draw from; make good use of
exploitation,/.eksplɒi'teiʃәn/,"n. 开发, 开采, 剥削；[经] 开发, 剥削, 宜传",n. the act of making some area of land or water more profitable or productive or useful；n. an act that exploits or victimizes someone (treats them unfairly)
exploration,/.eksplә'reiʃәn/,"n. 探险, 踏勘, 探测；[医] 探察",n. to travel for the purpose of discovery；n. a careful systematic search
explore,/ik'splɒ:/,"v. 探险, 探测, 探究",v. travel to or penetrate into；v. examine minutely
explosion,/ik'splәuʒәn/,"n. 爆发, 激增, 爆炸(声)；[化] 爆炸",n. a violent release of energy caused by a chemical or nuclear reaction；n. the act of exploding or bursting
explosive,/ik'splәusiv/,"n. 炸药, 爆破音；a. 易爆发的, 爆炸的, 暴躁的",n. a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck；a. serving to explode or characterized by explosion or sudden outburst
expose,/ik'spәuz/,"vt. 使暴露, 使曝光, 揭穿, 陈列；[医] 暴露, 露置",n. the exposure of an impostor or a fraud；v. expose or make accessible to some action or influence
exposition,/.ekspә'ziʃәn/,"n. 阐述, 讲解, 说明, 博览会, 展览会；[经] 展览会, 集市, 义卖市场",n. a systematic interpretation or explanation (usually written) of a specific topic；n. an account that sets forth the meaning or intent of a writing or discourse
exposure,/ik'spәuʒә/,"n. 暴露, 揭发, 揭露；[化] 曝光量; 照射; 照射量",n. vulnerability to the elements; to the action of heat or cold or wind or rain;；n. the act of subjecting someone to an influencing experience
express,/ik'spres/,"n. 快车, 快递, 专使；a. 明确的, 丝毫不差的, 专门的, 快的；vt. 表达, 表示, 表露",n. mail that is distributed by a rapid and efficient system；n. public transport consisting of a fast train or bus that makes only a few scheduled stops
expression,/ik'spreʃәn/,"n. 表达, 表现, 词语, 措辞；[计] 表达式",n. the feelings expressed on a person's face；n. expression without words
exquisite,/'ekskwizit/,"a. 精致的, 细腻的, 敏锐的",s. intense or sharp；s. lavishly elegant and refined
extend,/ik'stend/,"v. 扩充, 延伸, 伸展, 扩大；[计] 扩展",v. make available; provide；v. reach outward in space
extension,/ik'stenʃәn/,"n. 延长, 扩充, 范围, 扩展名；a. 伸缩的；[计] 扩展名, 扩充名",n. a mutually agreed delay in the date set for the completion of a job or payment of a debt；n. act of expanding in scope; making more widely available
extensive,/ik'stensiv/,"a. 广的, 广泛的, 多方面的；[经] 广大的, 扩大的",s. large in spatial extent or range or scope or quantity；a. of agriculture; increasing productivity by using large areas with minimal outlay and labor
extent,/ik'stent/,"n. 范围, 程度, 区域；[计] 范围",n. the point or degree to which something extends；n. the distance or area or volume over which something extends
exterior,/ik'stiәriә/,"n. 外部, 表面, 外貌；a. 外部的, 外在的, 表面的",a. situated in or suitable for the outdoors or outside of a building
external,/ik'stә:nl/,"n. 外部, 外面；a. 外部的, 客观的, 表面的",n. outward features；a. happening or arising or located outside or beyond some limits or especially surface
extinct,/ik'stiŋkt/,"a. 熄灭的, 灭绝的, 耗尽的；[法] 消灭了的, 过时的, 无效的",a. no longer in existence; lost or especially having died out leaving no living representatives；a. (of e.g. volcanos) permanently inactive
extinction,/ik'stiŋkʃәn/,"n. 消失, 消灭, 废止；[化] 消光; 熄灭",n. no longer active; extinguished；n. no longer in existence
extinguish,/ik'stiŋgwiʃ/,"vt. 熄灭, 使消亡, 压制, 使减色；[医] 消灭","v. terminate, end, or take out"
extra,/'ekstrә/,"n. 额外的事物, 另外的收费；a. 额外的, 特别的；adv. 额外地, 特别地, 非常地",n. an additional edition of a newspaper (usually to report a crisis)；n. something additional of the same kind
extract,/ik'strækt/,"n. 榨出物, 精汁, 摘录, 选段；vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取；[计] 提取","v. remove, usually with some force or effort; also used in an abstract sense；v. get despite difficulties or obstacles"
extraction,/ik'strækʃәn/,"n. 抽出, 取出, 拔出术, 抽出物；[化] 萃取; 提取",n. the process of obtaining something from a mixture or compound by chemical or physical or mechanical means；n. the action of taking out something (especially using effort or force)
extracurricular,/.ekstrәkә'rikjulә/,"a. 课外的, 业余的",s. outside the regular academic curriculum；s. outside the regular duties of your job or profession
extraordinarily,/ik'strɔ:dθnәrili/,"adv. 非凡, 破例, 特别, 非常, 离奇, 使人惊奇, 惊人, 特命, 特派",r extremely
extraordinary,/ik'strɒ:dәnәri/,"a. 非常的, 特别的, 非凡的；[经] 非常的, 特别的, 临时的",a. beyond what is ordinary or usual; highly unusual or exceptional or remarkable；s. far more than usual or expected
extravagant,/ik'strævgәnt/,"a. 奢侈的, 挥霍无度的, 浪费的",s. recklessly wasteful
extreme,/ik'stri:m/,"n. 极端, 末端；a. 极端的, 尽头的, 极度的, 偏激的",n. the furthest or highest degree of something；s. of the greatest possible degree or extent or intensity
extremely,/ik'stri:mli/,"adv. 极端地, 非常地",r. to an extreme degree
eyesight,/'aisait/,"n. 视力, 目力",n. normal use of the faculty of vision
fable,/'feibl/,"n. 寓言, 神话, 谎言；vi. 虚构, 作寓言",n. a short moral story (often with animal characters)
fabric,/'fæbrik/,"n. 织物, 布, 结构, 构造, 建筑物；[经] 组织, 建筑物, 工厂",n. artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers
fabricate,/'fæbrikeit/,"vt. 制造, 建造, 装配, 伪造",v. make up something artificial or untrue
fabrication,/.fæbri'keiʃәn/,"n. 制造, 建造, 虚构的谎言；[医] 虚谈症",n. a deliberately false or improbable account；n. writing in a fictional form
facet,/'fæsit/,"n. (多面体的)面, 方面, 琢面；[医] 小平面, 小面",n. a smooth surface (as of a bone or cut gemstone)
facilitate,/fә'siliteit/,"vt. 使容易, 促进, 帮助；[法] 使容易, 使便利, 推进",v. make easier；v. increase the likelihood of (a response)
facility,/fә'siliti/,"n. 容易, 灵巧, 设备；[计] 设施; 设备; 装备",n. a building or place that provides a particular service or is used for a particular industry；n. a natural effortlessness
faction,/'fækʃәn/,"n. 小派系, 内讧；[法] 宗派, 派别, 小集团",n. a dissenting clique
faculty,/'fækәlti/,"n. 才能, 能力, 全体教员, (大学的)系；[医] 能力, [大学]院系",n. one of the inherent cognitive or perceptual powers of the mind
fade,/feid/,"vi. 褪色, 消失, 凋谢；vt. 使褪色；n. 淡入, 淡出；a. 平淡的",n. gradually ceasing to be visible；v. become less clearly visible or distinguishable; disappear gradually or seemingly
fahrenheit,/'færәnhait/,a. 华氏温度计的；n. 华氏温度计,n. German physicist who invented the mercury thermometer and developed the scale of temperature that bears his name (1686-1736)；a. of or relating to a temperature scale proposed by the inventor of the…
faint,/feint/,"n. 昏厥, 昏倒；a. 模糊的, 微弱的, 无力的；vi. 昏倒, 变得微弱","n. a spontaneous loss of consciousness caused by insufficient blood to the brain；v. pass out from weakness, physical or emotional distress due to a loss of blood supply to the brain"
fair,/fєә/,"n. 展览会, 市集, 美好的事物；a. 公平的, 按规则进行的, 不好不坏的, 晴朗的, 美丽的；adv. 公平地, 正面地, 有教养地, 清楚地；vi. 转晴",n. gathering of producers to promote business；n. a competitive exhibition of farm products
fairly,/'fєәli/,"adv. 美观地, 公平地, 相当地, 清楚地","r. without favoring one party, in a fair evenhanded manner；r. in conformity with the rules or laws and without fraud or cheating"
faith,/feiθ/,"n. 信心, 信任, 忠实, 保证；[法] 信任, 信仰, 信念",n. complete confidence in a person or plan etc；n. loyalty or allegiance to a cause or a person
faithful,/'feiθful/,"a. 忠实的, 详确的, 可靠的；n. 信徒",n. any loyal and steadfast following；a. steadfast in affection or allegiance
fake,/feik/,"n. 假货, 欺骗, 诡计；a. 假的；vt. 假造, 仿造；vi. 伪装","n. something that is a counterfeit; not what it seems to be；s. not genuine or real; being an imitation of the genuine article; it's real synthetic fur"""
false,/fɒ:ls/,"a. 错误的, 虚伪的, 假的, 不老实的；adv. 不准确地, 欺诈地",a. not in accordance with the fact or reality or actuality；s. arising from error
fame,/feim/,"n. 名望, 名声, 传说",n. the state or quality of being widely honored and acclaimed；n. favorable public reputation
familiar,/fә'miljә/,"a. 熟悉的, 常见的, 亲密的；n. 熟友, 常客",n. a person attached to the household of a high official (as a pope or bishop) who renders service in return for support；n. a spirit (usually in animal form) that acts as an assistant to a witch or wi…
famine,/'fæmin/,"n. 饥荒, 缺乏, 饥饿",n. a severe shortage of food (as through crop failure) resulting in violent hunger and starvation and death
fan,/fæn/,"n. 风扇, 迷, 狂热者, 爱好者；vt. 煽动, 刺激, 吹拂；vi. 飘动, 成扇形散开",n. a device for creating a current of air by movement of a surface or surfaces；n. an ardent follower and admirer
fancy,/'fænsi/,"n. 想象力, 幻想, 喜好；a. 想象的, 精美的, 新奇的, 奇特的, 高价的, 特级的；vt. 想象, 设想, 相信, 喜爱；vi. 想象, 幻想",n. a kind of imagination that was held by Coleridge to be more casual and superficial than true imagination；v. have a fancy or particular liking or desire for
fantastic,/fæn'tæstik/,"a. 奇妙的, 稀奇的, 空想的",s. extraordinarily good or great; used especially as intensifiers；s. fanciful and unrealistic; foolish
fare,/fєә/,"n. 费用, 旅客, 食物；vi. 进展, 进步, 经营, 过活",n. the sum charged for riding in a public conveyance；n. a paying (taxi) passenger
farewell,/'fєә'wel/,"n. 辞别, 再见, 再会；interj. 再会",n. an acknowledgment or expression of goodwill at parting；n. the act of departing politely
farmer,/'fɑ:mә/,"n. 农夫, 农场主；[法] 农民, 农场主, 承包者",n. a person who operates a farm；n. United States civil rights leader who in 1942 founded the Congress of Racial Equality (born in 1920)
farther,/'fɑ:ðә/,"a. 更远的, 进一步的；adv. 更远的, 此外, far的比较级",s. more distant in especially space or time；r. to or at a greater distance in time or space (`farther' is used more frequently than `further' in this physical sense)
fascinate,/'fæsineit/,"vt. 令人入神, 使着迷；vi. 入迷","v. to render motionless, as with a fixed stare or by arousing terror or awe"
fascinating,/'fæsineitiŋ/,"a. 迷人的, 吸引人的, 使人神魂颠倒的","v cause to be interested or curious；v to render motionless, as with a fixed stare or by arousing terror or awe"
fashion,/'fæʃәn/,"n. 流行, 风尚, 时样；vt. 形成, 造, 作",n. characteristic or habitual practice；n. the latest and most admired style in clothes and cosmetics and behavior
fashionable,/'fæʃәnәbl/,"a. 时髦的, 上流社会的, 流行的",a. being or in accordance with current social fashions；s. patronized by
fasten,/'fɑ:sәn/,"vt. 拴紧, 使固定, 系, 集中于, 强加于；vi. 扣紧",v. cause to be firmly attached；v. become fixed or fastened
fastener,/'fɑ:sәnә/,"n. 结扎工, 使系牢之物；[化] 紧固零件",n. a person who fastens or makes fast；n. restraint that attaches to something or holds something in place
fatal,/'feitәl/,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的；[医] 致命的, 致死的",a. bringing death；s. controlled or decreed by fate; predetermined
fate,/feit/,"n. 命运, 运气；vt. 注定",n an event (or a course of events) that will inevitably happen in the future；n the ultimate agency regarded as predetermining the course of events (often personified as a woman)
father-in-law,/'fɑ:ðәrinlɔ:/,"n. 公公, 岳父",n. the father of your spouse
fatigue,/fә'ti:g/,"n. 疲乏, 疲劳；vt. 使疲劳, 使心智衰弱；vi. 疲劳；a. 疲劳的",n. temporary loss of strength and energy resulting from hard physical or mental work；n. used of materials (especially metals) in a weakened state caused by long stress
faultless,/'fɒ:ltlis/,"a. 完美的, 无缺点的；[化] 无故障的",s. without fault or error
faulty,/'fɒ:lti/,"a. 有过失的, 有缺点的, 不完美的, 应受责备的；[经] 缺点多的","s. characterized by errors; not agreeing with a model or not following established rules; the wrong side of the road"""
favour,/'feivә/,"n. 好感, 偏爱, 喜爱, 相信, 庇护, 赞同, 支持, 信赖, 善行, 恩惠, 徽章, 礼物；vt. 赞成, 帮助, 支持, 喜爱, 偏袒, 关切, 赐与, 给与, 有利于, 有助于, 像, 体恤",n a feeling of favorable regard；n an inclination to approve
favourable,/'feivәrәbl/,"a. 有用的, 良好的, 赞成的, 顺利的；[医] 良好的, 顺利的",a encouraging or approving or pleasing；a (of winds or weather) tending to promote or facilitate
fear,/fiә/,"n. 恐怖, 害怕, 担心；v. 害怕, 恐惧, 为...担心, 敬畏",n. an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)；n. a feeling of profound respect for someone or something
fearful,/'fiәful/,"a. 可怕的, 恐怕的, 担心的",s. experiencing or showing fear；s. extremely distressing
fearless,/'fiәlis/,"a. 大胆的, 勇敢的, 无畏的",a oblivious of dangers or perils or calmly resolute in facing them；s invulnerable to fear or intimidation
feasible,/'fi:zәbl/,"a. 能实行的, 可行的, 适宜的；[法] 可行的, 可执行的, 可完成的",s. capable of being done with means at hand and circumstances as they are
feast,/fi:st/,"n. 宴会, 酒席, 享受, 节日；vt. 款待, 享乐, 请客；vi. 参加宴会, 尽情地吃, 享受",n. something experienced with great delight；v. partake in a feast or banquet
feather,/'feðә/,n. 羽毛；vi. 长羽毛；vt. 用羽毛装饰,n. the light horny waterproof structure forming the external covering of birds；n. turning an oar parallel to the water between pulls
feature,/'fi:tʃә/,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写；vt. 是...的特色, 特写, 放映；vi. 起重要作用；[计] 特性",n. a prominent attribute or aspect of something；n. the characteristic parts of a person's face: eyes and nose and mouth and chin
federal,/'fedәrәl/,"a. 联邦的, 联合的, 同盟的；[法] 联邦的, 联邦制的, 联盟的",n. a member of the Union Army during the American Civil War；n. any federal law-enforcement officer
feeble,/fi:bl/,"a. 微弱的, 衰弱的, 无效的；[医] 无力的, 衰弱的",s. pathetically lacking in force or effectiveness；s. lacking strength
feed,/fi:d/,"n. 饲料, 一餐, 饲养；vt. 喂, 饲养, 放牧, 靠...为生；vi. 吃东西, 用餐, 流入；[计] 送纸",n. food for domestic livestock；v. provide as food
feedback,/'fi:dbæk/,"n. 反馈, 反应；[计] 反馈",n. the process in which part of the output of a system is returned to its input in order to regulate its further output；n. response to an inquiry or experiment
fell,/fel/,"vt. 击倒；n. 一季所伐的木材, 折缝；a. 凶猛的, 可怕的；fall的过去式",n. seam made by turning under or folding together and stitching the seamed materials to avoid rough edges；n. the act of felling something (as a tree)
fellow,/'felәu/,"n. 男人, 朋友, 同事；a. 同伴的, 同事的, 同道的",n. a member of a learned society；n. an informal form of address for a man
fellowship,/'felәuʃip/,"n. 伙伴关系, 共同参与, 团体, 奖学金, 友谊；[经] 合伙关系, 研究员薪金, 研究员基金",n. money granted (by a university or foundation or other agency) for advanced study or research
female,/'fi:meil/,"n. 女性, 女人, 雌性动物；a. 女性的, 女子的",n. an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa)；n. a person who belongs to the sex that can have babies
feminine,/'feminin/,"a. 女性的, 阴性的, 柔弱的；[医] 女性的, 雌性的",n. a gender that refers chiefly (but not exclusively) to females or to objects classified as female；a. associated with women and not with men
fence,/fens/,"n. 围墙, 栅栏, 买卖赃物的人, 剑术；vt. 用篱笆围住, 练习剑术, 防护；vi. 击剑, 搪塞",n. a barrier that serves to enclose an area；n. a dealer in stolen property
ferrous,/'ferәs/,"a. 铁的, 含铁的, 亚铁的；[医] 亚铁的",a of or relating to or containing iron
ferry,/'feri/,"n. 渡船, 渡口；[法] 摆渡营业权, 轮渡",n. a boat that transports people or vehicles across a body of water and operates on a regular schedule；n. transport by boat or aircraft
fertile,/'fә:tail/,"a. 可繁殖的, 肥沃的, 生产多的；[医] 能生育的",a. capable of reproducing
fertilizer,/'fә:tilaizә/,"n. 肥料, 促进发展者, 受精媒介物；[化] 肥料",n. any substance such as manure or a mixture of nitrates used to make soil more fertile
festival,/'festәvәl/,"a. 节日的, 喜庆的, 快乐的；n. 节日, 庆祝, 欢宴",n. a day or period of time set aside for feasting and celebration；n. an organized series of acts and performances (usually in one place)
fetch,/fetʃ/,"n. 取得, 拿, 诡计, 魂；vt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达；vi. 取物, 前进；[计] 取",n. the action of fetching；v. be sold for a certain price
fever,/'fi:vә/,"n. 发烧, 发热, 热病；[医] 发热, 热",n. a rise in the temperature of the body; frequently a symptom of infection；n. intense nervous anticipation
fiber,/'faibә/,"n. 纤维, 构造, 纤维制品；[化] 纤维","n. a slender and greatly elongated substance capable of being spun into yarn；n. any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)"
fibre,/'faibә/,"n. 纤维, 构造, 纤维制品；[化] 纤维","n a slender and greatly elongated substance capable of being spun into yarn；n any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)"
fiction,/'fikʃәn/,"n. 小说, 虚构故事；[法] 虚构的事实, 捏造, 拟制",n. a literary work based on the imagination and not necessarily on fact
fierce,/fiәs/,"a. 凶猛的, 猛烈的, 热烈的, 暴躁的",s. marked by extreme intensity of emotions or convictions; inclined to react violently; fervid
fight,/fait/,"n. 打架, 争吵, 斗志；v. 对抗, 打架",n. the act of fighting; any contest or struggle；n. an intense verbal dispute
fighter,/'faitә/,"n. 斗士, 战士, 好战者, 战斗机",n. a high-speed military or naval airplane designed to destroy enemy aircraft in the air
figure,/'figә/,"n. 数字, 价格, 图形, 形状；vt. 描绘, 表示, 演算, 认为；vi. 计算, 出现, 估计",n. a diagram or picture illustrating textual material；n. a model of a bodily form (especially of a person)
filament,/'filәmәnt/,"n. 细丝, 细线, 灯丝, 单纤维；[化] 长丝; 单丝(复丝中的单根细丝); 丝极",n. the stalk of a stamen；n. a threadlike structure (as a chainlike series of cells)
filter,/'filtә/,"n. 滤波器, 过滤器, 滤光器, 过滤嘴, 去尘器；vt. 过滤, 渗透, 走漏；vi. 滤过, 渗入；[计] 过滤器, 筛选",n. device that removes something from whatever passes through it；n. an electrical device that alters the frequency spectrum of signals passing through it
filth,/filθ/,"n. 污秽, 不洁, 猥亵；[法] 污秽, 污物, 淫猥",n. any substance considered disgustingly foul or unpleasant；n. a state characterized by foul or disgusting dirt and refuse
finance,/fai'næns/,"n. 财政, 财务；vt. 供给...经费, 负担经费；vi. 筹措资金",n. the commercial activity of providing funds and capital；n. the branch of economics that studies the management of money and other assets
financial,/fai'nænʃәl/,"a. 财政的, 金融的；[经] 财政的, 金融的, 财务的",a involving financial matters
finding,/'faindiŋ/,"n. 发现, 发现物, 决定, 裁决；[法] 调查结果, 对事实的认定, 判定的要素",n. the decision of a court on issues of fact or law；n. something that is found
finely,/'fainli/,"adv. 雅致地, 仔细地, 敏锐地, 微细地",r. in tiny pieces；r. in an elegant manner
finger,/'fiŋgә/,"n. 手指, 指状物, (手套的)手指部分, 指针；v. 用手指拨弄, 伸出；[计] 网络命令",n. any of the terminal members of the hand (sometimes excepting the thumb)；n. the length of breadth of a finger used as a linear measure
finite,/'fainait/,"a. 有限的, 有穷的, 限定的；n. 有限物",a. bounded or limited in magnitude or spatial or temporal extent；a. of verbs; relating to forms of the verb that are limited in time by a tense and (usually) show agreement with number and person
fireman,/'faiәmәn/,"n. 救火队员, 消防队员；[机] 司炉",n. play in which children pretend to put out a fire；n. a member of a fire department who tries to extinguish fires
fireplace,/'faiәpleis/,n. 壁炉,n. an open recess in a wall at the base of a chimney where a fire can be built
firework,,"n. 烟火具, 烟火, 烟火信号弹, 焰火, 激情的表现",n. (usually plural) a device with an explosive that burns at a low rate and with colored flames; can be used to illuminate areas or send signals etc.
firm,/fә:m/,"n. 公司, 商号；a. 坚定的, 坚强的, 牢固的, 结实的, 坚硬的, 坚挺的, 严格的, 确定的；vt. 使牢固, 使坚定；vi. 变稳固, 变坚实；adv. 稳固地",n. the members of a business organization that owns or operates one or more establishments；s. marked by firm determination or resolution; not shakable
firmness,/'fә:mnis/,"n. 坚固, 坚牢, 坚定",n. the muscle tone of healthy tissue；n. the property of being unyielding to the touch
first-rate,,"a. 第一流的, 最上等的, 非常好的；adv. 非常好地, 一流地",r. quite well
fisherman,/'fiʃәmәn/,"n. 渔夫, 钓鱼者, 渔船",n. someone whose occupation is catching fish
fission,/'fiʃәn/,"n. 裂开, 分裂, 分体；[化] 裂变",n. reproduction of some unicellular organisms by division of the cell into two more or less equal parts；n. a nuclear reaction in which a massive nucleus splits into smaller nuclei with the simultaneou…
fist,/fist/,"n. 拳头, 手；vt. 拳打, 握成拳, 紧握",n. a hand with the fingers clenched in the palm (as for hitting)
fitness,/'fitnis/,"n. 适合, 合宜, 合理, 恰当, 健康；[医] 适合性, 适应性",n. the quality of being suitable；n. good physical condition; being in shape or in condition
fitting,/'fitiŋ/,"a. 适宜的；n. 试穿, 试衣, 装配, 装置",n. a small and often standardized accessory to a larger system；n. putting clothes on to see whether they fit
fix,/fiks/,"vt. 使固定, 修理, 准备, 安装, 凝视, 牢记, 确定, 整理；vi. 固定, 注视, 确定；n. 困境, 方位, 维修, 贿赂","n. informal terms for a difficult situation；n. something craved, especially an intravenous injection of a narcotic drug"
fixture,/'fikstʃә/,"n. 固定(状态), 固定物, 设备；[计] 夹具",n. an object firmly fixed in place (especially in a household)
flag,/flæg/,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲；vt. 悬旗, 打旗号, 铺石板；vi. 无力地下垂；[计] 标志; 属性标记命令",n. emblem usually consisting of a rectangular piece of cloth of distinctive design；n. a rectangular piece of fabric used as a signalling device
flake,/fleik/,"n. 小薄片, 扁薄的一层, 火星, 晒鱼架子；vt. 使成薄片；vi. 剥落",v. form into flakes；v. cover with flakes or as if with flakes
flame,/fleim/,"n. 火焰, 火舌, 热情, 光辉；vt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动；vi. 燃烧, 爆发, 闪耀；[计] 无聊邮件, 无益邮件","v. be in flames or aflame；v. criticize harshly, usually via an electronic medium"
flank,/flæŋk/,"n. 侧面, 侧腹, 胁, 腰窝肉；vt. 攻击侧面, 守侧面；vi. 侧面与...相接",n. the side of military or naval formation；n. a subfigure consisting of a side of something
flannel,/'flænl/,"n. 法兰绒, 法兰绒衣服",n. a soft light woolen fabric; used for clothing；n. (usually in the plural) trousers made of flannel or gabardine or tweed or white cloth
flap,/flæp/,"n. 飘, 摆动, 拍打, 拍打声, 片状垂悬物；v. 拍打, 鼓翼而飞, 飘动",n. any broad thin and limber covering attached at one edge; hangs loose or projects freely；n. the motion made by flapping up and down
flare,/'flєә/,"n. 闪光, 闪耀；vi. 闪光, 闪耀；vt. 用发光信号发出, 使闪耀, 使张开",n. a shape that spreads outward；n. a sudden burst of flame
flash,/flæʃ/,"n. 闪光, 闪现, 一瞬间；vi. 闪光, 闪现, 反射；vt. 使闪光, 反射",n. a sudden intense burst of radiant energy；n. a momentary brightness
flask,/flæsk/,"n. 细颈瓶, 烧瓶, 小水瓶；[化] 瓶; 烧瓶",n. bottle that has a narrow neck；n. the quantity a flask will hold
flat,/flæt/,"a. 平坦的, 单调的, 无力的, 浅的, 萧条的, 干脆的, 无聊的；adv. 平直地, 断然地；n. 扁平物, 平面, 平地, 平原, 平板车；v. (使)变平",n. a level tract of land；n. a shallow box in which seedlings are started
flatten,/'flætn/,"vi. 使...不活跃, 变平；vt. 弄平, 打倒, 使失去光泽",v. make flat or flatter；v. become flat or flatter
flatter,/'flætә/,"vt. 奉承, 阿谀, 使高兴；[机] 平面锤",v. praise somewhat dishonestly
flavour,/'fleivә/,"n. 味, 调味香料, 滋味, 香味, 气味, 风味, 情味, 情趣, 风韵；vt. 给...调味, 给...增添风趣, 加香料, 加味于",n the general atmosphere of a place or situation and the effect that it has on people；n (physics) the six kinds of quarks
flaw,/flɒ:/,"n. 缺点, 裂纹, 瑕疵, 一阵狂风；[化] 划痕; 裂缝; 裂纹",n. defect or weakness in a person's character；n. an imperfection in a plan or theory or legal document that causes it to fail or that reduces its effectiveness
flee,/fli:/,"vt. 逃避, 逃跑, 逃走；vi. 逃, 消失",v. run away quickly
fleet,/fli:t/,"n. 舰队, 港湾, 小河；a. 快速的, 敏捷的, 浅的, 短暂的；adv. 浅；vi. 疾驰, 飞逝, 掠过；vt. 消磨, 变换船(或船员)的位置",n. group of aircraft operating together under the same ownership；n. group of motor vehicles operating together under the same ownership
flexible,/'fleksәbl/,"a. 易曲的, 灵活的, 柔顺的, 能变形的, 可通融的；[医] 能屈的",a. capable of being changed；a. able to flex; able to bend easily
fling,/fliŋ/,"n. 投掷, 急冲, 嘲弄；vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视；vi. 猛冲",n. the act of flinging；v. throw with force or recklessness
float,/flәut/,"n. 漂流物, 浮舟, 漂浮, 浮萍, 彩车；vi. 浮动, 飘动, 散播, 摇摆, 动摇, 浮动；vt. 使漂浮, 容纳, 淹没, 发行, 实行；[计] 浮动",n. the time interval between the deposit of a check in a bank and its payment；n. the number of shares outstanding and available for trading by the public
flock,/flɒk/,"n. 兽群, 鸟群, 一群人, 大量, 棉束；vi. 成群而行, 聚集；vt. 用棉束填满",n. a church congregation guided by a pastor；n. a group of birds
flood,/flʌd/,"n. 洪水, 大量之水, 涨潮；vt. 淹没, 使泛滥, 注满；vi. 被淹, 溢出, 涌进",n. the rising of a body of water and its overflowing onto normally dry land；n. an overwhelming number or amount
flour,/'flauә/,"n. 面粉, 粉沫, 碎粉；[医] 面粉, 麦粉",n. fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain；v. cover with flour
flourish,/'flʌriʃ/,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈；vt. 挥舞, 夸耀；n. 挥舞, 炫耀, 茂盛, 兴旺, 华丽词藻",n. a showy gesture；n. an ornamental embellishment in writing
flu,/flu:/,"n. 流感, 流行性感冒",n an acute febrile highly contagious viral disease
fluctuate,/'flʌktʃueit/,"vi. 变动, 起伏, 动摇；vt. 使波动, 使动摇",v. cause to fluctuate or move in a wavelike pattern；v. move or sway in a rising and falling or wavelike pattern
