# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
crucial to,,对……至关重要：表示某事对于另一件事的重要性或必要性。,
cry out,,大声呼喊,
cry out for,,迫切需要,
culminate in,/ˈkʌlmɪneɪt ɪn/,v. （指过程、活动等）经过发展达到高潮或顶点，并最终以某一结果或事件告终,
cure sb. of sth.,,"治愈(某人)的(病), 纠正(某人)的(坏习惯)",
curl up,,卷起,
current English,,当前的英语：指当前使用的、现代的英语。,
cut across,,抄近路通过,
cut back,,"修剪, 削减, 急转向, 倒叙",
cut corners,,抄近路,
cut down,,"砍倒, 胜过, 削减, 删节；[机] 切断作业",
cut in,,"插嘴, 插入, 把...插进；[建] 加入, 插入",
cut off,,"切掉, 删去, 切断, 断绝, 中断, 关掉, 使死亡；[建] 切断, 断流, 切去",
cut out,,"切掉, 删掉, 裁剪出, 安排好, 使适合, 停止, 放弃, 取代, 使分离, 突然离开；[建] 切断, 安全器",
cut short,,"打断, 缩减",
cut up,,"切碎, 抨击, 摧毁, 使伤心, 胡闹",
daily routine,,日常工作,
dash off,,匆忙完成,
date back,,回溯至,
date back to,,"始于,可以追溯到…",
date from,,始于,
dawn on,,被理解,
day and night,,日以继夜,
day off,,休假,
deal in,,"[法] 经营, 做买卖",
deal with,,"安排, 处理, 涉及, 做生意",
debate on,,关于……的辩论或争论；就……进行辩论或讨论,
debate upon,,讨论（问题）：指对某个问题进行深入的讨论和辩论。,
deceive into,/dɪˈsiːv ˈɪntu/,欺骗某人使其相信或做某事：指通过欺骗手段使某人相信或做某事。,
deceive sb. into doing sth.,,骗(某人)去做(某事),
decide on,,"决定,选定,确定…",
decide upon,,决定，选定：指做出决定或选择某事物。,
dedicate to,,献身,
deem highly of,,对...给予高度的评价,
defend against,,"防御,防卫",
defend doing,,为做…作辩护,
defend from,,保卫,
defer to,,"尊重,遵从,服从",
deliver of,,分娩：指女性生育婴儿的过程。,
deliver oneself of,,"宣布,公布",
deliver sb. from danger,,暂无释义，可打开词卡用有道查询,
deliver sth. to sb.,,暂无释义，可打开词卡用有道查询,
deny doing,,拒绝(做)...,
deny one's guilt,,抵赖罪行,
deny oneself,,"节制, 戒除；[法] 节制, 摒弃",
deny sb. sth.,,拒绝给(某人)(某物),
depart from,,离开…; 背离，违背,
depend on,,"依靠, 依赖",
depend upon,,"依赖, 依靠",
dependence on,,依赖：指对某种事物或某个人的依赖和信任。,
dependent on,,依赖于；依靠,
dependent upon,,取决于；依赖于,
deposit sth. with sb.,,把某物寄放在(某人)处,
deprive of,,剥夺,
deprive sb. of sth.,,"使(某人)丧失(某物), 夺去/剥夺(某人)的(某物)",
derive from,,"得自, 由来, 衍生",
descend from,,从…下来;是…的后裔,
descend on,,袭击,
descend to doing sth.,,转而提到,
descend to sth.,,暂无释义，可打开词卡用有道查询,
develop originality,,培养创意,
deviate from,,"偏离…,背离…;放弃…",
devote to,,把…专用于，完全用于（某事或做某事）; 致力于…; 务; 倾注,
devote…to sth.,,暂无释义，可打开词卡用有道查询,
die away,,"熄灭, 平息, 消失",
die down,,"枯萎, 凋谢",
die for,,v. 为……而死，为……献身；〈非正式〉渴望得不行：非常渴望或迫切希望得到某物或某种情况,
die of,,"死于…,因…而死",
die out,,"熄灭, 平息, 消失",
different from,,异于…; 不比,
differentiate between,/ˌdɪfəˈrenʃieɪt bɪˈtwiːn/,区分，区别：指辨别两个或多个事物之间的差异或不同。；辨别，分辨：指识别出两个或多个事物之间的差异或不同。,
differentiate between…and,,暂无释义，可打开词卡用有道查询,
dig in,,掘土以掺进,
dig out,,"掘出, 发现",
dig up,,"掘起, 挖出, 发现, 开垦",
dine out,,外出吃饭,
dip into,,"浏览, 稍加研究",
disable sb. from doing sth.,,"使某人丧失做某事的能力,使某人不能做某事",
disappointed with,,对……感到失望：感到对某人或某事感到失望或不满意。,
discourage sb. from doing sth.,,"阻拦, 劝阻",
discriminate against,,歧视,
discriminate between,/dɪˈskrɪmɪneɪt bɪˈtwiːn/,区分，辨别：能够区分对错是很重要的。；歧视，区别对待：我们不应该因为种族或性别而歧视人。,
discriminate between…and,,暂无释义，可打开词卡用有道查询,
dish off,,暂无释义，可打开词卡用有道查询,
dish out,,大量给予或分发,
dispense with,,"免除, 省却, 无需",
display originality,,暂无释义，可打开词卡用有道查询,
dispose of,,"处理, 安排, 转让, 卖掉, 除掉, 吃光, 解决",
dissent from,,"不同意,与…意见不合",
distinguish between,,v. 区别,
do a bunk,/duː ə bʌŋk/,偷偷溜走：指突然离开一个地方而不告诉任何人。,
do away with,,"废除, 弄死",
do for,,"对...有效, 代替",
do harm to,,损害。。。，伤害。。。; 残害,
do justice to,,"公平对待, 适当处理",
do one's best,,尽全力,
do one's bit,,尽自己的一份力量,
do one's share,,尽某人的责任,
do one's utmost,,竭力,
do sb. a favor,,"帮某人的忙,为某人尽力",
do sb. a good turn,,做一件有利于某人的事,
do sb. good,,对某人有益,
do the honors,,"尽地主之谊, 招待宾客",
do up,,"修缮, 包扎, 整理",
do with,,"与...相处, 忍受, 对付",
do without,,没有...也可以,
dole out,,少量地发放（食物、救济金等）,
double up,,"把...对折, 弯曲, 同宿一室",
down the drain,,"挥霍掉, 浪费掉",
down with,,"打倒, 把...拿下",
doze off,,不知不觉地睡着了,
drag on,,拖延,
drag out,,拖延,
draw a conclusion,,得出结论,
draw a veil over,,"掩盖,回避,避而不谈…",
draw in,,"收缩, 引诱, 接近黄昏, 紧缩开支",
draw into,/drɔː ˈɪntə/,v. 使（某人）被迫或不情愿地卷入或参与（某事）；吸引（某人或某物）进入（某地或某种状态），使加入、纳入（组织、体系等）；吸入（空气、烟气、粉尘等）；（列车、船舶等）驶入，开到（车站、港口等）,
draw lots,,抽签,
draw on,,"戴上, 吸收, 利用, 向...提取, 引诱, 招致, 临近",
draw one's pension,,领取养老金,
draw out,,"拉长, 抽出, 引出, 拟订",
draw to a close,,渐近结束,
draw up,,"草拟, 停住, 逼近, 拉起, 整队",
draw upon,,[经] 开出,
dream of,,"梦见,梦想,向往,渴望",
dream up,,空想出,
dress up,,"打扮, 装饰",
drink in,,吸收,
drive at,,意指,
drive away,,"驱车离开; 把…驱开, 赶走; 祛",
drop away,,"离开, 散去",
drop by,,随便访问,
drop in,,顺便走访,
drop off,,"离开, 散去, 逐渐减少；[机] 落砂",
drop out,,"掉出, 退出, 离队；[机] 落砂",
drop up,,上拉：指将某物向上拉起或提高。,
drum up,,"纠集, 召集, 竭力争取",
dry out,,"（使）变干, （使）干涸; <非正>（使）戒（酒、毒等）; 晾干",
dry up,,"干涸, 住口",
due to,,"由于, 应归于",
due to do,,暂无释义，可打开词卡用有道查询,
dwell on,,"细想, 详述",
dwell upon,,v. 长时间思考、谈论或详述（某个话题、问题等）,
each other,,彼此,
ease off,,"放松, 缓和, 减轻",
ease up,,"放慢, 缓和, 减轻",
economical alliance,,经济同盟,
either or,,adv. 不是…就是…，…或…，要么…要么…,
elaborate on,,详细说明,
embark on,,"从事, 着手",
embark upon,,开始、着手或从事（新的或重要的事情），常带较正式色彩，如开始事业、项目、行动或新阶段,
encourage sb. to do sth.,,鼓励(某人)去做(某事),
end in,,以...为结果,
end up,,"竖着, 结束, 死",
enforce sth. on sb.,,暂无释义，可打开词卡用有道查询,
enforce sth. upon sb.,,暂无释义，可打开词卡用有道查询,
engage in,,"使从事于, 参加",
engine clutch,,发动机离合器,
enjoy yourself,,过得愉快，玩得开心；（用于待客）请自便，别拘束,
enroll sb. as,,暂无释义，可打开词卡用有道查询,
enroll sb. in,,暂无释义，可打开词卡用有道查询,
ensue from,,结果产生,
ensure sb. against danger,,暂无释义，可打开词卡用有道查询,
ensure sb. from danger,,暂无释义，可打开词卡用有道查询,
enter into,,"进入, 参加, 成为...一部分, 讨论, 研讨, 体谅, 分享；[法] 进入, 参加, 缔结",
enter on,,"正式开始, 着手, 开始考虑, 占有",
enter upon,,"开始, 着手",
entitle sb. to do,,暂无释义，可打开词卡用有道查询,
entitle sb. to sth.,,使某人有权获得某物：给予某人合法的权利或资格，使其有权获得某种特定的东西。,
entitle to,,赋予…做（某事），拥有…的权利,
envisage doing sth.,,暂无释义，可打开词卡用有道查询,
equal to,,"等于, 胜任; 当",
escape observation,,未被察觉,
escort sb. home,,暂无释义，可打开词卡用有道查询,
establish one's guilt,,暂无释义，可打开词卡用有道查询,
even as,,"正巧在...的时候, 正如",
even if,,即使,
even so,,虽然如此,
even though,,"虽然, 尽管",
ever so,,非常,
every bit,,"从头至尾, 完全",
every inch,,"在各方面, 彻底",
every now and again,,"有时, 时时, 偶尔",
every now and then,,"常常, 不时地",
every once in a while,,"时常, 不时, 偶尔",
every other,,"每隔一, 所有其他的",
every so often,,"时常, 常常, 不时",
except for,,除...以外；[经] 除...外,
exclusive of,,"除...外, 不包括",
exclusive to,/ɪkˈskluːsɪv tu/,独有的，专属的,
execute a plan,,执行计划：指按照计划进行操作或实施特定的行动。,
execute a purpose,,达到目的,
execute one's duties,,暂无释义，可打开词卡用有道查询,
execute one's office,,暂无释义，可打开词卡用有道查询,
exempt from,,"免除, 豁免；[法] 豁免...",
exile oneself to,,漂泊到…,
exile sb. from,,暂无释义，可打开词卡用有道查询,
expect of,,期望，指望：对某人或某事有所期待或指望。,
expel from,,"驱逐出, 开除",
expenditure on education,,教育支出：政府、家庭或个人为教育目的而支付的费用。,
expert in,,熟练于…,
explain away,,通过解释消除,
exploit every opportunity,,充分利用每一个机会：指尽可能地利用每一个出现的机会，以达到最大的利益或成功。,
expose to,,暴露于; 公开揭露,
face to face,,面对面,
face up to,,勇敢地面对,
fade away,,逐渐消失,
fall apart,,"崩溃, 土崩瓦解",
fall away,,"消瘦, 背离, 离开, 消失, 倾斜",
fall back,,"后退, 退却；[计] 回落",
fall back on,,"求助于, 退到, 回头再说",
fall back upon,,依赖，求助于：在困难或需要帮助的情况下，依靠某人或某物来获得支持或帮助。,
fall behind,,"落在后面, 拖欠",
fall for,,"上当, 听信; 爱上",
fall heir to,,"继承了…,成了….的继承人",
fall in love,,陷入爱河（歌名）; [电影]追爱总动员,
fall in love with,,爱上,
fall in with,,"偶遇, 同意",
fall into a flutter,,心绪不宁，心慌意乱：指情绪紧张、不安，心情烦躁，无法平静下来。,
fall into the habit of,,沾染...的习惯,
fall off,,"从...跌下, 下降, 减少, 衰退, 离开",
fall on,,"落在…之上;攻击,袭击",
fall out,,"脱落, 离队, 争吵, 结果是；[化] 落下; 脱落; 散落物; 核爆炸散落物; 沉降物; 落下灰",
fall prey to,/fɔːl preɪ tu/,成为……的猎物：指成为某种负面情况、陷阱或欺骗的受害者。；受……的影响：指受到某种负面情况、诱惑或压力的影响。,
fall short of,,"射不中, 不足, 缺乏, 不符合",
fall through,,"失败, 失约",
fall to,,"着手干, 开始进食",
fall under one's observation,,落入某人的观察之下：指某事或某人被某人注意到或观察到。,
fall upon,,"开始行动, 进攻",
far and wide,,"到处, 广泛地",
far from,,"远离, 远非",
feed on,,"以...为食, 以...为能源",
feed upon,,以……为食：指动物或生物以某种物质为食物。,
feed with,/fiːd wɪð/,用……喂养：给某物提供食物或营养。；用……供给：给某物提供所需的东西。；用……填充：将某物填充到另一个物体中。,
feel for,,"摸索, 同情",
feel like,,"摸起来像是…, 有…的感觉; 想要…",
feel out,,试探出...的意见,
feel sympathy for,,同情…,
feel the pinch,,"感到拮据, 手头紧",
fend off,,挡开,
fiddle about,,"鬼混,虚度光阴",
fiddle around,,"虚度光阴, 鬼混",
fiddle round,,暂无释义，可打开词卡用有道查询,
fight back,,"抵抗, 回击",
fight off,,"击退, 排斥, 避免",
figure out,,"合计为, 计算出, 明白",
file in,,鱼贯而入,
file out,,"鱼贯而出, 锉出",
fill in,,"填充, 填写, 填满, 替代",
fill in for,,临时代替,
fill out,,"填写, 使长大, 变大, 使长胖, 使完备",
fill the bill,,"符合要求, 使人满意",
fill up,,"填补, 装满, 装满油；[计] 向上填充",
find a vent for,,"找到…的出气口,得以发洩…",
find fault with,,"挑剔,指责,对…吹毛求疵",
find out,,"找出, 发现, 想出, 揭发",
find out about,/faɪnd aʊt əˈbaʊt/,了解：指获悉或发现某事物的信息或情况。,
finish up,,"结束, 完成, 用光",
fire a salute of twenty-one guns,,暂无释义，可打开词卡用有道查询,
first and foremost,,首要地,
first of all,,首先,
fish for,,摸索寻找,
fit as a fiddle,,非常健康,
fit in with,,"适合, 适应, 与...一致",
fit into,,适合,
fix on,,"确定, 决定",
fix up,,"修理好, 安排好",
flare out,,发出…亮光; 使向外逐渐展开,
flare up,,"突然起燃, 突然燃烧, 突然发作/加剧, 突然发怒",
flatter oneself,,"自信, 自想, 自以为",
flatter sb. about sth.,,暂无释义，可打开词卡用有道查询,
flatter sb. on sth.,,暂无释义，可打开词卡用有道查询,
flick through,,"浏览,翻阅",
fling oneself against,,暂无释义，可打开词卡用有道查询,
fling oneself into,,投身,
fling oneself on,,暂无释义，可打开词卡用有道查询,
flush with,/flʌʃ wɪð/,脸因强烈的情绪、热量或酒精作用而变红；与……齐平，与……平齐（指表面、物体或边缘处于同一平面，不高出也不凹陷）；（金钱、资源等）充裕的，拥有大量……的,
flushed with,,因……而脸红：形容因某种情绪或感觉而脸红的状态。,
fo in for,,暂无释义，可打开词卡用有道查询,
focus on,,致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心,
focus upon,,集中注意力于：专注于某个特定的事物或任务。,
foil sb. in doing sth.,,暂无释义，可打开词卡用有道查询,
foil sb. in sth.,,暂无释义，可打开词卡用有道查询,
foll around,,暂无释义，可打开词卡用有道查询,
follow one's nose,,"笔直走, 凭本能做事",
follow the example of,,学习…的榜样,
follow the fashion,,赶时髦,
follow through,,坚持到底,
follow up,,"穷追, 把...探究到底；[法] 追查, 追问, 追究",
fond of,,喜爱,
fool about,,"闲荡, 玩弄",
fool around,,"闲荡, 干蠢事, 干无用的事, 干琐屑的事",
fool round,,闲荡,
for a start,,"作为开始, 首先, 第一点",
for all,,尽管,
for any sake,,无论如何,
for anything,,无论如何,
for certain,,肯定地,
for ever,,"永远, 老是",
for example,,例如,
for fear,,"由于害怕, 生怕, 以免",
for fear of,,"害怕,恐怕,生怕,唯恐,以防",
for fear that,,唯恐，害怕; 生恐; 惟恐; 生怕,
for free,,免费地,
for fun,,开玩笑地,
for good,,"永久地, 永远地, 一劳永逸地",
for good measure,,"作为额外增添, 另外",
for instance,,例如；[法] 例如,
for life,,"终身, 为了保命, 为逃命；[法] 终身",
for nothing,,"免费, 徒然；[经] 空, 不花钱",
for one thing,,首先,
for one's part,,"对某人来说, 就个人来说",
for real,,"真的, 实在的, 可能的, 很, 非常",
for sale,,"待售；[经] 出售, 待售",
for sb.s sake,,暂无释义，可打开词卡用有道查询,
for short,,"简称, 缩写",
for sth.s sake,,暂无释义，可打开词卡用有道查询,
for sure,,确实,
for that matter,,"就此而言, 至于那个, 说到那一点",
for the better,,"转好,变好,改善",
for the moment,,"暂时, 目前",
for the present,,暂时,
for the record,,[经] 备案,
for the sake of,,"为...缘故, 为...起见, 为了某人, 为...目的, 为了...的利益",
for the time being,,暂时,
forget about,,"忘记,忘却",
form the habit of,,形成…习惯,
foster daughter,,[法] 养女,
foster father,,养父,
foster mother,,养母；[法] 养母,
foster son,,养子；[法] 养子,
foul up,,"弄脏, 污染, 搞糟",
free access,,[计] 自由访问,
free from,,"解除, 没有...的",
free of,,"无...的, 在...外面",
from one's heart,,发自内心：表示某人的言行或情感是真诚、发自内心的。,
from scratch,,"<非正>从头做起, 从零开始",
from the bottom of one's heart,,从内心深处：表示非常真诚地。,
from the cradle to the grave,,"从生到死,一辈子",
from time to time,,有时,
full confirmation,,完全确认：表示对某事物或信息的全部接受和肯定，没有任何疑问或保留意见。,
function as,,起…作用,
gain access to,,可以获得;进入,
gain an insight into,/ɡeɪn ən ˈɪnsaɪt ˈɪntu/,深入了解：获得对某个问题或情况的深入理解和认识。,
gain ground,,"前进, 发展, 普及",
gain momentum,,获得动力，势头增强：常指发展、进展或支持逐渐加强并加速，更有望成功；也可指加速前进，变得更快。,
gain on,,"逼近, 超过, 侵蚀",
gain upon,,逐渐接近：指在比赛或竞争中，一个人或团队逐渐缩小与对手的距离或差距。,
gamble away,,赌光,
gamble on,,对...打赌,
gasp at,,被…惊得喘不过气来,
gasp out,,"气喘吁吁地说,上气不接下气地说",
gather momentum,,积聚动力：指事物逐渐加速发展，增长速度不断提高。,
gear to,,使适合,
gear toward,,改变调整某事物,
gear towards,,暂无释义，可打开词卡用有道查询,
gear up,,"使换快档, 促进, 增加",
gentle heart,,仁慈的心肠；温柔的心,
gentle rain,/ˈdʒentl reɪn/,细雨：一种轻柔、稀疏的降雨，通常给人一种宁静、舒适的感觉。,
gentle slope,,缓坡：指斜度较小的山坡或道路。,
gentle wind,,微风,
get a move on,,"赶紧, 赶快",
get about,,"走动, 旅行, 传开, 积极参加社会活动",
get across,,"通过, 被理解",
get ahead,,"领先, 走在前面, 进步, 获得成功",
get along,,"生活, 融洽相处",
get along with,,"进展, 走开",
get around,,"病后能够走动, (非正式)旅行, 传开来",
get around to,,设法找到足够的时间去做（某事）; 说服,
get at,,得到; 找到; 责备; 暗示,
get away,,"离开, 逃脱, 起跑, 出发",
get away with,,na. 拿走；避开责备[惩罚]；〈俚〉卷(款)潜逃；吃掉，喝掉,
get back at,,"报复,对…进行报复",
get back to,,"回到…,继续…",
get by,,"通过, 混过",
get clearance,,得到批准,
get clearance for sth.,,暂无释义，可打开词卡用有道查询,
get down to,,开始认真考虑,
get down to business,,"开始做正经事,言归正传",
get even with,,"和…算帐,向…报仇",
get hold of,,"抓住, 得到",
get in,,"进入, 到达, 收获, 插入, 陷入",
get in sb.s hair,,暂无释义，可打开词卡用有道查询,
get in touch,,取得联系,
get in with,,与...熟识起来,
get into,,"进入, 陷入, 穿上",
get into a jam,,"陷入困境, 处于困境",
get into debt,,负债,
get into hot water,,陷入困境,
get nowhere,,无进展,
get off,,"下来, 脱下, 出发, 动身, 开始, 被容忍",
get off the ground,,"开始, 取得进展",
get on,,"生活, 融洽相处, 进展, 穿上, 上去, 使前进",
get on one's nerves,,"使某人心烦, 使某人不安, 令人恼怒",
get on sb.s nerves,,暂无释义，可打开词卡用有道查询,
get on with,,继续（干某事）; 和…友好相处,
get out,,"出去, 离开, 逃脱, 摆脱, 泄露, 说出, 出版, 弄出来",
get out of the way,,"让路,避开;除去,完成",
get over,,"爬过, 克服, 熬过, 恢复, 原谅",
get ready,,准备好,
get rid of,,"摆脱, 除去",
get round,,"避免, 说服, 走动, 传开来",
get round to,,设法找到足够的时间去做（某事）; 说服,
get the best of,,"战胜,胜过,佔了…的上风;克服,克制",
get the better of,,"战胜, 在...中占上风",
get through,,"做完, 通过, 度过",
get through with,,"完成,做完,结束",
get to grips with,/ɡet tu ɡrɪps wɪð/,开始直接或有效地理解或处理某事物,
get to know,,认识; 审悉,
get together,,"聚集, 收集, 积累",
get up,,"(使)起床, (使)起立, (使)爬上",
get used to doing sth.,,习惯于...,
give a donation,,捐赠：向慈善机构、教堂、政治组织等提供资金或物品的行为。,
give a promise,,许下诺言：表示承诺或保证做某事。,
give a salute,/ɡɪv ə səˈluːt/,行礼：指向上级或国旗等表示敬意的动作。,
give a tremendous performance,,作精彩的表演,
give a tug,,用力拖：指用力拉动或拖动某物。；猛拉：指用力快速地拉动某物。,
give access to,,"准许进入,使得以进入",
give away,,"分发, 放弃, 泄露, 出卖, 丧失",
give back,,"归还, 恢复, 后退",
give birth to,,产生,
give first rank to,,暂无释义，可打开词卡用有道查询,
give free rein to,/ɡɪv friː reɪn tu/,放任，放手让其自由发展：不加限制地让某人或某事物自由发展或行动。,
give in,,"屈服, 让步, 交上",
give in one's resignation,,暂无释义，可打开词卡用有道查询,
give in to,/ɡɪv ɪn tu/,屈服于：不再坚持自己的意见或要求，接受他人的意见或要求。,
give off,,发出,
give one's regards to,,代向……问候：向某人转达对另一人的问候或祝愿。,
give one's respects to,,暂无释义，可打开词卡用有道查询,
give out,,"分发, 发出, 发表, 用尽, 精疲力竭",
give over to,,将（某物）交给（某人）使用、处理等：将某物交给某人使用、处理等。；完全受（某事物）影响、控制或参与：允许自己完全受某事物影响、控制或参与。；将（某物）用于特定目的：将某物用于特定目的，通常以“given over to”形式使用。,
give rise to,,"引起, 使发生",
give sb. an assurance that,,暂无释义，可打开词卡用有道查询,
give scope for,,给予机会或空间：提供机会或空间以实现某事或发挥某人的能力。,
give scope to,,给…以自由,
give up,,"放弃, 停止, 献出, 抛弃, 认输, 把...送交；[法] 放弃, 停止, 把...送交",
give vent to,,"发泄, 吐露",
give way,,"撤退, 让路, 退让, 屈服, 倒塌, 跌价, 垮掉；[经] (股票)下跌",
given to,/ˈɡɪvn tu/,惯于，倾向于（be given to 后接名词或动名词，表示某人经常以某种方式行事，或具有某种倾向或习惯）,
glance through,,浏览,
glimpse at,,看到,
glow with enthusiasm,,满腔热忱：形容充满热情和激情。,
glow with pride,,由于自豪感而发光：形容因为自豪感而感到非常自豪和满足的情绪状态。,
go about,,"从事, 走动, 传开",
go about with,,暂无释义，可打开词卡用有道查询,
go after,,"追逐, 追求",
go against,,"反对, 违反, 不利于",
go ahead,,前进,
go all out,,全力以赴,
go along,,"前进, 进行",
go along with,,"陪...一起去, 赞同, 附和",
go around,,参观; 转动; 走访; 相处,
go at,,"扑向, 着手干",
go away,,走开,
go away from,,离开某处：从某个地方或位置离开。,
go back on,,"违约, 背弃",
go behind bars,,暂无释义，可打开词卡用有道查询,
go by,,"走过, 依照, 顺便走访",
go down,,"下去, 下沉, 坠落, 被接受, 咽下, 平静下来, 下降, 传下去",
go for,,"去找, 努力获取, 被认为, 主张, 拥护",
go from bad to worse,,每况愈下,
go halves,,平分某物的费用或成本,
go in for,,"参加, 追求, 从事, 赞成",
go into,,"进入, 加入, 探究, 变得, 进入...状态；[法] 调查, 探讨, 进入",
go into detail,,"详细叙述,详述",
go into details,,详细讲解：对某个话题或问题进行深入、详细的阐述或讨论。,
go into effect,,"生效,开始实施",
go into operation,,"生效, 开始工作",
go off,,"离开, 去世, 消失, 爆炸, 被发射, 变质, 进行, 睡去, 卖掉",
go on,,"继续下去, 过去, 发生, 进行, 接近, (演员)上, (运动员)上场, 依靠, 依据, 责骂；[电] 继续",
go on an expedition,,进行探险：前往未知或较为危险的地方进行探险或考察。,
go out,,"出去, 熄灭, 过时, 辞职, 倒塌, 罢工",
go out of business,,歇业,
go out of one's way,,"特地, 不怕麻烦, 故意",
go over,,"转变, 仔细检查, 润色, 复习",
go round,,"到处走动, 顺便去, 流传",
go the rounds,,"传遍, 巡逻, 巡回",
go the rounds of,,传播，流行：指信息、消息等在社交媒体、新闻媒体等渠道中传播或流行。,
go through,,"经历, 经受, 仔细检查, 搜查, 参加, 履行, 被通过, 用完",
go through with,,完成,
go to bed,,"上床, 睡觉",
go to bend,,暂无释义，可打开词卡用有道查询,
go to court,,"起诉, 见君主；[法] 起诉, 朝见君主",
go to extremes,,走极端,
go to great lengths,,竭尽全力,
go to one's doom,,送命：指某人注定要遭受灾难或失败的命运。,
go to pieces,,"瓦解, 身体垮掉",
go under,,"死, 失败, 屈服, 破产",
go up,,"上升, 兴建",
go wild,,"兴奋,高兴,发疯",
go with,,"伴随, 与...相配",
go with the current of the times,,暂无释义，可打开词卡用有道查询,
go without,,没有也行,
go without saying,,理所当然,
go wrong,,"走错路, 出毛病, 失败",
golden opportunity,,极好的机会：一个极好的机会去做或得到某事。,
good and,,"非常, 完全",
good fellowship,,人缘好,
government bulletin,,政府公报,
grab at,,"抓住,攫取,伸手去抓",
grease one's palm,,暂无释义，可打开词卡用有道查询,
grin and bear it,,"默默忍受,逆来顺受",
grind on,,坚定地、无情地向前移动,
grind out,,用功做出,
grope for,,探索,
grope one's way,,摸索前行：小心翼翼地伸手前行，以感知前方的任何障碍物。,
grow into,,"长成,发展成为",
grow on,,"引起...爱好, 加深影响",
grow out,,"长出来,向外增大,膨胀",
grow out of,,"长得与...不相称, 因长大而丢弃",
grow up,,"成熟, 成年, 发展, 逐渐形成",
guard against,,"预防,使提防",
hack into,/hæk ˈɪntu/,v. 侵入，闯入（计算机系统、网络、网站、数据库、账户等）：非法访问或未经授权进入受保护的电子系统或设备，通常为了获取未经授权的信息或进行恶意活动。,
hack through,,劈开，砍通：用力砍或劈，以便通过障碍物，如树枝、灌木等。,
had better,,最好,
had rather,,"宁愿,宁肯…",
had rather than,,"与其...不如..., 宁愿...不愿...",
had sooner,,宁愿：表示更倾向于选择某个选项，而不是另一个选项。,
had sooner…than,,暂无释义，可打开词卡用有道查询,
hail from,,来自,
hammer away at,,不停地努力工作：指持续不断地努力工作或专注于某个任务。,
hammer out,,"锤成, 铲平, 设计出",
hamper sb. from doing sth.,,暂无释义，可打开词卡用有道查询,
hamper sb. from sth.,,暂无释义，可打开词卡用有道查询,
hand back,,交还,
hand down,,"把...往下递, 传下来, 宣布；[法] 宣布, 传递, 传给",
hand in,,"交上；[法] 缴纳, 上交",
hand in hand,,"手拉手, 联合",
hand in one's resignation,,递交辞职：指向雇主正式提交辞职信，表示不再继续工作。,
hand on,,"把...传下去, 传递下去, 发放",
hand out,,"把...拿出来, 分发, 施舍",
hand over,,移交,
hang about,,闲荡,
hang around,,"闲荡, 闲逛, 转悠, 观望, 等待, 聚在...临近, 缠(人), 与...泡在一起",
hang by a thread,,"千钧一发, 摇摇欲坠",
hang in there,,"坚持到底,硬挺下去",
hang on,,"坚持, 不挂断, 靠着, 渴望, 有赖于",
hang on to,,紧紧握住,
hang round,,"徘徊,踯躅,荡来荡去",
hang together,,"结合在一起, 符合",
hang up,,"挂断, 拖延, 把...挂起来；[经] 抵押, 赊帐",
hang upon,,依赖于，取决于：指某事物的发生或结果取决于另一件事物。；对某人怀有强烈的感情：指对某人有深厚的情感或依恋。；注意地关注，如出于谄媚或浓厚的兴趣：指出于某种原因，特别关注某人或某事。；在军事上，指在某人周围盘旋：指军事行动中，飞机或直升机在某人周围盘旋。,
hardly when,,固定搭配 hardly...when...：刚……就……，一……就……；表示两件事紧接着发生，常与过去完成时连用，hardly 置于句首时主句需部分倒装。,
harp on,,v. 唠叨，喋喋不休：反复或持续地谈论同一个话题，令人厌烦。,
harp upon,,暂无释义，可打开词卡用有道查询,
have a bearing on,,对…有影响;与…有关,
have a fling,,短暂的性关系：与某人有一段短暂的性关系。,
have a good time,,过得快乐,
have a great tug to persuade sb.,,暂无释义，可打开词卡用有道查询,
have a hand in,,"插手..., 参加, 分担",
have a notion that,,认为...,
have a reputation for,,以……而闻名：因某种特定的品质、行为或特点而被广泛认知和评价。,
have a stroke,,中风,
have a thing about,,"对...有一种病态的惧怕, 对...十分喜欢/厌恶",
have access to,,可以获得;进入,
have an effect on,,对...有影响,
have an insight into,/hæv ən ˈɪnsaɪt ˈɪntə/,深入了解：对某个问题、情况或领域有深入的理解和洞察力。,
have an interest in,,对…有兴趣,
have an irresistible impulse to do sth.,,暂无释义，可打开词卡用有道查询,
have faith in,,"对…有信心,相信…",
have in mind,,"思念, 存心",
have influence on,,对……有影响：指某事物对另一事物产生影响或影响力。,
have it in for,,针对某人/某物：指对某人/某物怀有敌意或恶意，有意图对其进行伤害或报复。,
have much to contend with,,暂无释义，可打开词卡用有道查询,
have no alternative but to do,,暂无释义，可打开词卡用有道查询,
have no business doing sth.,,没有权利或特权做某事或在某个地方：指没有权利、资格或合法性去做某件事情或进入某个地方。,
have no concern with,,与……无关，与……没有关系：指与某事或某人没有关联或联系。,
have no interest in,,对……不感兴趣：不对某事物产生兴趣或关注。,
