# 考研单词表 · 共 4801 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
clutch,/klʌtʃ/,"n. 抓紧, 掌握, 离合器, 一窝小鸡；vt. 抓住, 踩汽车离合器踏板；vi. 抓；[计] 联轴器; 离合器",n. a tense critical situation；n. a number of birds hatched at the same time
coach,/kәutʃ/,"n. 四轮大马车, 教练；vt. 训练, 指导；vi. 坐马车旅行, 作指导","n. (sports) someone in charge of training an athlete or a team；n. a person who gives private instruction (as in singing, acting, etc.)"
coal,/kәul/,"n. 煤, 木炭；v. 加煤",n. fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period；v. supply with coal
coalition,/.kәuә'liʃәn/,"n. 结合体, 结合, 联合；[经] 联合, 联盟",n. the state of being combined into one body
coarse,/kɒ:s/,"a. 粗糙的, 下等的, 粗俗的；[计] 粗略的",a. of textures that are rough to the touch or substances consisting of relatively large particles；s. lacking refinement or cultivation or taste
coast,/kәust/,"n. 海岸, 滑坡；v. 沿海岸而行",n. a slope down which sleds may coast；n. the area within view
coat,/kәut/,"n. 外套；vt. 外面覆盖, 给...穿外套",n. an outer garment that has sleeves and covers the body from shoulder down; worn outdoors；n. growth of hair or wool or fur covering the body of an animal
cocaine,/kә'kein/,"n. 可卡因, 古柯碱；[化] 可卡因; 古柯碱",n. a narcotic (alkaloid) extracted from coca leaves; used as a surface anesthetic or taken for pleasure; can become powerfully addictive
cock,/kɒk/,"n. 公鸡, 雄禽, 龙头, 头目, 锥形小干草堆；vt. 使耸立, 使竖起, 堆成锥形小干草堆；vi. 大摇大摆地走, 翘起",n. obscene terms for penis；n. adult male chicken
code,/kәud/,"n. 代码, 密码, 法规, 法典；vt. 把...编码；[计] 代码",n. a set of rules or principles or laws (especially written ones)；n. a coding system used for transmitting messages requiring brevity or secrecy
cognitive,/'kɒgnitiv/,"a. 认知的, 认识的",a. of or being or relating to or involving cognition
coherent,/kәu'hiәrәnt/,"a. 互相耦合的, 清晰的, 明了的，凝聚性的, 连贯的","a. marked by an orderly, logical, and aesthetically consistent relation of parts；s. capable of thinking and expressing yourself in a clear and consistent manner"
cohesive,/kәu'hi:siv/,a. 黏合在一起的；[医] 内聚的,s. causing cohesion；s. cohering or tending to cohere; well integrated
coil,/kɒil/,"n. 线圈, 盘绕, 骚动, 卷；vt. 盘绕, 卷",n. a structure consisting of something wound in a continuous series of loops；n. a round shape formed by a series of concentric circles (as formed by leaves or flower petals)
coin,/kɒin/,"n. 硬币, 金钱, 货币；vt. 铸币, 创造, 杜撰",n. a flat metal piece (usually a disc) used as money；v. make up
coincide,/.kәuin'said/,"vi. 一致, 符合；[化] 重合","v. go with, fall together；v. be the same"
coincidence,/kәu'insidәns/,"n. 巧合, 同时发生；[电] 符合计数器",n. an event that might have been arranged although it was really accidental；n. the quality of occupying the same position or area in space
cold,/kәuld/,"n. 感冒, 寒冷；a. 寒冷的, 冷淡的, 冷静的；adv. 完全地",n. a mild viral infection involving the nose and respiratory passages (but not the lungs)；n. the sensation produced by low temperatures
collaborate,/kә'læbәreit/,"vi. 合作, 勾结；[法] 合作, 合著, 通敌",v. work together on a common enterprise of project；v. cooperate as a traitor
collapse,/kә'læps/,"n. 崩溃, 倒塌, 虚脱；vi. 倒塌, 崩溃, 瓦解；vt. 使倒塌, 折叠；[计] 折叠",n. an abrupt failure of function or complete physical exhaustion；n. a natural event caused by something suddenly falling down or caving in
collar,/'kɒlә/,"n. 衣领, 颈圈；vt. 控制, 扭住衣领, 给...装上领子",n. a band that fits around the neck and is usually folded over；n. (zoology) an encircling band or marking around the neck of any animal
colleague,/'kɒli:g/,"n. 同事, 同僚",n. an associate that one works with；n. a person who is member of one's class or profession
collect,/kә'lekt/,"v. 收集, 聚集, 集中, 搜集；a. 由收到者付款的；adv. 由收到者付款地",n. a short prayer generally preceding the lesson in the Church of Rome or the Church of England；v. call for and obtain payment of
collection,/kә'lekʃәn/,"n. 收集, 采集, (一批)收藏品, 募捐；[医] 收集; 收集品, 标本",n. several things grouped together or considered as a whole；n. a publication containing a variety of works
collective,/kә'leiktiv/,"a. 集体的, 聚集的, 共同的；[医] 集体的, 集合的",n. members of a cooperative enterprise；a. forming a whole or aggregate
collide,/kә'laid/,"vi. 碰撞, 互撞, 抵触",v. cause to collide；v. crash together with violent impact
collision,/kә'liʒәn/,"n. 碰撞, 冲突, 抵触；[计] 冲突",n. (physics) a brief event in which two or more bodies come together；n. an accident resulting from violent impact of a moving object
colonel,/'kә:nәl/,"n. 陆军上校, 长官",n. a commissioned military officer in the United States Army or Air Force or Marines who ranks above a lieutenant colonel and below a brigadier general
colonial,/kә'lәunjәl/,"a. 殖民的, 殖民地的；[法] 殖民地居民",n. a resident of a colony；a. of or relating to or characteristic of or inhabiting a colony
colony,/'kɒlәni/,"n. 殖民地, 移民队；[医] 菌(集)落, 菌丛; 移民区",n. a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government；n…
color,/'kʌlә/,"n. 颜色, 面色, 颜料, 外貌；vt. 把...涂上颜色, 粉饰, 使脸红, 歪曲；vi. 变色",n. a visual attribute of things that results from the light they emit or transmit or reflect；n. interest and variety and intensity
column,/'kɒlәm/,"n. 专栏, 圆柱, 纵队, 列, 柱形物；[计] 列, 柱形图",n. a line of units following one after another；n. a vertical glass tube used in column chromatography; a mixture is poured in the top and washed through a stationary substance where components of the…
comb,/kәum/,"n. 头梳, 鸡冠；vt. 梳头发, 梳毛；vi. (浪)涌起",n. a flat device with narrow pointed teeth on one edge; disentangles or arranges hair；n. the fleshy red crest on the head of the domestic fowl and other gallinaceous birds
combat,/'kɒmbæt/,"n. 争斗, 战斗；vi. 战斗, 争斗；vt. 与...战斗, 与...斗争",n. an engagement fought between two military forces
combination,/.kɒmbi'neiʃәn/,"n. 组合, 合并, 联合；[计] 组合图",n. a collection of things that have been combined; an assemblage of separate parts or qualities；n. a coordinated sequence of chess moves
combine,/kәm'bain/,"v. (使)联合, (使)结合；n. (企业的)联合, 联合收割机",n. harvester that heads and threshes and cleans grain while moving across the field；v. add together from different sources
comedy,/'kɒmidi/,"n. 喜剧, 有趣的事情",n. light and humorous drama with a happy ending
comfort,/'kʌmfәt/,"n. 舒适, 安慰, 安慰者；vt. 安慰",n. a state of being relaxed and feeling no pain；n. a feeling of freedom from worry or disappointment
comfortable,/'kʌmfәtәbl/,"a. 舒服的, 轻松的；n. 盖被",a. providing or experiencing physical well-being or relief (`comfy' is informal)；a. free from stress or conducive to mental ease; having or affording peace of mind
comic,/'kɒmik/,"n. 连环漫画, 喜剧演员, 滑稽的人；a. 滑稽的, 有趣的, 喜剧的",a. of or relating to or characteristic of comedy
command,/kә'mɑ:nd/,"n. 命令, 指挥, 控制, 部队, 司令部；v. 命令, 指挥, 控制；[计] 命令; 指令; DOS外部命令:启动新的命令处理器",n. an authoritative direction or instruction to do something；n. a military unit or region under the control of a single officer
commemorate,/kә'memәreit/,vt. 纪念,"v. mark by some ceremony or observation；v. call to remembrance; keep alive the memory of someone or something, as in a ceremony"
commence,/kә'mens/,"v. (使)开始, 得学位","v take the first step or steps in carrying out an action；v set in motion, cause to start"
commend,/kә'mend/,"vt. 嘉奖, 委托给, 推荐","v. express approval of；v. present as worthy of regard, kindness, or confidence"
comment,/'kɒment/,"n. 注解, 批评, 评论, 备注；vi. 评论, 注解；[计] 备注",n. a written explanation or criticism or illustration that is added to a book or other textual material；v. make or write a comment on
commerce,/'kɒmә:s/,"n. 商业, 商务, 贸易；[经] 商业, 贸易, 商务","n. transactions (sales and purchases) having the objective of supplying commodities (goods and services)；n. social exchange, especially of opinions, attitudes, etc."
commercial,/kә'mә:ʃәl/,"a. 商业的, 商用的, 商品化的；n. 商业广告节目",n. a commercially sponsored ad on radio or television；a. connected with or engaged in or sponsored by or used in commerce or commercial enterprises
commission,/kә'miʃәn/,"n. 委任状, 任官令, 所委职责, 佣金, 犯, 委托, 所托之事；vt. 委任, 委托制作, 使服役",n. a fee for services rendered based on a percentage of an amount received or collected or agreed to be paid (as distinguished from a salary)；n. the act of granting authority to undertake certain func…
commit,/kә'mit/,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务；[法] 犯, 做, 把...交托给",v. cause to be admitted; of persons to an institution；v. engage in or perform
committee,/kә'miti/,n. 委员会；[经] 委员会,n. a special group delegated to consider some matter；n. a self-constituted organization to promote something
commodity,/kә'mɒditi/,"n. 农产品, 商品, 有用的物品；[经] 商品, 货物, 日用品",n. articles of commerce
common,/'kɒmәn/,"a. 通常的, 共同的, 通俗的, 公共的；[计] 公用块",a. belonging to or participated in by a community as a whole; public；a. having no special distinction or quality; widely known or commonly encountered; average or ordinary or usual
commonplace,/'kɒmәnpleis/,"n. 寻常事, 老生常谈, 普通的东西；a. 平凡的, 普通的",s. completely ordinary and unremarkable；s. not challenging; dull and lacking excitement
commonwealth,/'kɔmәnwelθ/,n. 共和国；联邦；国民整体,n. the official name of some states in the United States (Massachusetts and Pennsylvania and Virginia and Kentucky) and associated territories (Puerto Rico)；n. a world organization of autonomous state…
communicate,/kә'mju:nikeit/,"vt. 显露, 传达, 感染；vi. 通讯",v. transmit information；v. transmit thoughts or feelings
communication,/kә.mju:ni'keiʃәn/,"n. 交流, 交通, 通讯；[计] 通信",n. the activity of communicating; the activity of conveying information；n. something that is communicated by or to or between people or groups
communism,/'kɒmjunizm/,n. 共产主义,n. a form of socialism that abolishes private ownership；n. a political theory favoring collectivism in a classless society
community,/kә'mju:niti/,"n. 社区, 公众, 共有, 共同体；[经] 公众, 共有, 社会",n. a group of people living in a particular local area；n. common ownership
commute,/kә'mju:t/,"vt. 交换, 折偿, 减轻；vi. 代偿, 经常乘车来往",n. a regular journey of some distance to and from your place of work；v. exchange positions without a change in value
compact,/kәm'pækt/,"a. 紧凑的, 紧密的, 简洁的；vt. 使紧密结合, 压缩；vi. 变坚实",n. a small cosmetics case with a mirror; to be carried in a woman's purse；n. a small and economical car
companion,/kәm'pænjәn/,"n. 朋友, 陪伴, 指南, 升降口围罩；vt. 陪伴",n. a friend who is frequently in the company of another；n. a traveler who accompanies you
comparable,/'kɒmpәrәbl/,"a. 可比较的, 比得上的",a. able to be compared or worthy of comparison；s. conforming in every respect
comparative,/kәm'pærәtiv/,"a. 比较的, 相对的；n. 对手",n. the comparative form of an adjective or adverb；a. relating to or based on or involving comparison
compare,/kәm'pєә/,"vt. 比较, 比喻, 对照；vi. 相比；n. 比较；[计] 比较",v. examine and note the similarities or differences of；v. be comparable
comparison,/kәm'pærisn/,"n. 比较, 对照, 比喻；[经] 比较, 对比",n. the act of examining resemblances；n. relation based on similarities and differences
compartment,/kәm'pɑ:tmәnt/,"n. 分隔间, 卧车包房, 防水舱隔；[医] 隔室, 隔间","n. a space into which an area is subdivided；n. a partitioned section, chamber, or separate room within a larger enclosed area"
compass,/'kʌmpәs/,"n. 指南针, 范围, 音域；vt. 包围, 达到, 图谋, 理解",n. navigational instrument for finding directions；n. the limit of capability
compassion,/kәm'pæʃәn/,"n. 同情, 怜悯",n. a deep awareness of and sympathy for another's suffering；n. the humane quality of understanding the suffering of others and wanting to do something about it
compatible,/kәm'pætәbl/,"a. 能共处的, 可并立的, 适合的；[计] 相容的; 兼容的",a. able to exist and perform in harmonious or agreeable combination；a. capable of being used with or connected to other devices or components without modification
compel,/kәm'pel/,"vt. 强迫, 迫使",v. force somebody to do something；v. necessitate or exact
compelling,/kәm'peliŋ/,"a. 强制的, 强迫性的, 激发兴趣的",s. driving or forcing；s. tending to persuade by forcefulness of argument
compensate,/'kɒmpenseit/,"v. 偿还, 补偿, 付报酬",v. adjust for；v. make amends for; pay compensation for
compensation,/.kɒmpen'seiʃәn/,"n. 补偿, 赔偿金, 工资；[医] 代偿(机能), 补偿",n. something (such as money) given or received as payment or reparation (as for a service or loss or injury)；n. (psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggera…
compete,/kәm'pi:t/,"vi. 竞争, 对抗",v. compete for something; engage in a contest; measure oneself against others
competent,/'kɒmpitәnt/,"a. 能干的, 胜任的, 有效的, 足够的；[经] 有权的, 授权的, 胜任的",a. properly or sufficiently qualified or capable or efficient；s. adequate for the purpose
competition,/.kɒmpi'tiʃәn/,"n. 竞争, 竞赛；[经] 竞争, 竞销, 比赛",n. a business relation in which two parties compete to gain customers；n. the act of competing as for profit or a prize
competitive,/kәm'petitiv/,a. 竞争的；[经] 竞争的,a. involving competition or competitiveness；s. subscribing to capitalistic competition
compile,/kәm'pail/,"vt. 编译, 编辑, 编纂, 收集；[计] 编译",v. use a computer program to translate source code written in a particular programming language into computer-readable machine code that can be executed
complain,/kәm'plein/,"v. 抱怨, 抗议, 控诉","v. express complaints, discontent, displeasure, or unhappiness；v. make a formal accusation; bring a formal charge"
complaint,/kәm'pleint/,"n. 诉苦, 抱怨, 控诉；[医] 陈诉; 病",n. (formerly) a loud cry (or repeated cries) of pain or rage or sorrow；n. an expression of grievance or resentment
complement,/'kɒmplimәnt/,"n. 补足物, 补语, 补数；vt. 补充, 补足；[计] 补码; 反相器; 补数",n. a word or phrase used to complete a grammatical construction；n. a complete number or quantity
complete,/kәm'pli:t/,"a. 完全的, 十足的, 完成的；vt. 完成, 完工, 使圆满","v. come or bring to a finish or an end; others finished in over 4 hours""；v. bring to a whole, with all the necessary parts or elements"
complex,/kәm'pleks/,"n. 综合体, 情结, 络合物；a. 复杂的, 组合的",n. a conceptual whole made up of complicated and related parts；n. a compound described in terms of the central atom to which other atoms are bound or coordinated
compliance,/kәm'plaiәns/,"n. 遵从, 顺从, 屈从；[化] 柔顺; 顺应",n acting according to certain accepted standards；n a disposition or tendency to yield to the will of others
complicate,/'kɒmplikeit/,"vt. 弄复杂, 使错综, 使恶化；vi. 变复杂","v. make more complicated；v. make more complex, intricate, or richer"
complicated,/'kɒmplikeitid/,a. 复杂的；[医] 并发的,s. difficult to analyze or understand
complication,/.kɒmpli'keiʃәn/,"n. 复杂化, 复杂情况；[医] 并发症, 并发病",n. the act or process of complicating；n. a situation or condition that is complex or confused
compliment,/'kɒmplimәnt/,"n. 称赞, 恭维, 敬意；vt. 称赞, 褒扬, 恭维",n. a remark (or act) expressing praise and admiration；v. say something to someone that expresses praise
comply,/kәm'plai/,"vi. 顺从, 依从；[法] 遵守, 承诺, 照做","v. act in accordance with someone's rules, commands, or wishes"
component,/kәm'pәunәnt/,"n. 元件, 组件, 成分；a. 组成的, 构成的；[计] 组件",n. an abstract part of something；n. an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system
compose,/kәm'pәuz/,"vt. 组成, 写作, 作曲, 使平静；vi. 创作, 排字；[计] 编写",v. form the substance of；v. write music
composite,/kәm'pɒzit/,"a. 合成的, 混合成的, 菊科的；n. 合成物, 复合材料, 菊科","n. considered the most highly evolved dicotyledonous plants, characterized by florets arranged in dense heads that resemble single flowers；s. consisting of separate interconnected parts"
composition,/kɒmpә'ziʃәn/,"n. 作文, 创作, 组成；[化] 成分; 组成",n. the spatial property resulting from the arrangement of parts in relation to each other and to the whole；n. a mixture of ingredients
compound,/kәm'paund/,"n. 混合物, 复合词, 化合物, 院子；a. 复合的, 混合的, 化合的；vi. 化合, 和解, 妥协；vt. 使复合, 使化合",n. a whole formed by a union of two or more elements or parts；n. (chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight
comprehend,/.kɒmpri'hend/,"vt. 理解, 包括",v get the meaning of something；v to become aware of through the senses
comprehension,/.kɒmpri'henʃәn/,"n. 理解, 包含",n. an ability to understand the meaning or importance of something (or the knowledge acquired as a result)
comprehensive,/.kɒmpri'hensiv/,"a. 广泛的, 有理解力的, 综合的；[经] 广泛的, 综合的, 全面的",a. including all or everything；s. broad in scope
compress,/kәm'pres/,"vt. 压缩, 压紧；vi. 受压缩小；[计] 压缩程序",n. a cloth pad or dressing (with or without medication) applied firmly to some part of the body (to relieve discomfort or reduce fever)；v. make more compact by or as if by pressing
comprise,/kәm'praiz/,"vt. 包含, 构成",v be composed of；v include or contain; have as a component
compromise,/'kɒmprәmaiz/,"n. 妥协, 折中, 折中方案, 和解；vi. 妥协处理；vt. 危害",n. a middle way between two extremes；n. an accommodation in which both sides make concessions
compulsory,/kәm'pʌlsәri/,"a. 被强制的, 强迫的, 义务的；[经] 强迫的, 强制的",s. required by rule
compute,/kәm'pju:t/,"v. 计算, 估算；n. 计算, 估算",v make a mathematical calculation or computation
comrade,/'kɒmreid/,"n. 同志, 伙伴",n. a fellow member of the Communist Party
conceal,/kәn'si:l/,"vt. 隐藏, 掩盖, 隐瞒；[法] 隐瞒, 隐匿, 保守秘密",v. hold back; keep from being perceived by others
concede,/kәn'si:d/,"vt. 承认, 退让；vi. 让步",v. admit (to a wrongdoing)；v. be willing to concede
conceive,/kәn'si:v/,"vt. 构思, 认为；vi. 怀孕",v. become pregnant; undergo conception
concentrate,/'kɒnsәntreit/,"n. 浓缩, 精选；v. 集中, 专心",n. a concentrated form of a foodstuff; the bulk is reduced by removing water；n. a concentrated example of something
concentration,/.kɒnsәn'treiʃәn/,"n. 集中, 专心；[化] 浓度; 浓缩",n. the strength of a solution; number of molecules of a substance in a given volume；n. the spatial property of being crowded together
concept,/'kɒnsept/,"n. 观念, 概念；[医] 概念",n. an abstract or general idea inferred or derived from specific instances
concern,/kәn'sә:n/,"n. 关心, 忧虑；vt. 与...有关, 使担心, 使挂念",n. something that interests you because it is important or affects you；n. an anxious feeling
concerning,/kәn'sә:niŋ/,prep. 关于；[法] 关于,v be relevant to；v be on the mind of
concert,/'kɒnsәt/,"n. 音乐会, 和声, 一致；vt. 协力, 协调；vi. 协力；[计] 美国北卡罗来纳州Internet网",n. a performance of music by players or singers not involving theatrical staging；v. contrive (a plan) by mutual agreement
concession,/kәn'seʃәn/,"n. 特许, 让步, 认可；[经] 核准, 许可, 特殊(权)",n. a contract granting the right to operate a subsidiary business；n. the act of conceding or yielding
concise,/kәn'sais/,"a. 简洁的, 简明的",a. expressing much in few words
conclude,/kәn'klu:d/,"vt. 结束, 作结论, 推断；vi. 结束, 推断",v. bring to a close；v. reach a conclusion after a discussion or deliberation
conclusion,/kәn'klu:ʒәn/,"n. 结论, 结尾, 推论；[法] 缔结, 结论, 推论",n. an intuitive assumption；n. the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of a syllogism)
conclusive,/kәn'klu:siv/,"a. 决定性的, 确定性的, 最后的；[法] 决定性的, 不容置疑的, 确实的",a. forming an end or termination; especially putting an end to doubt or question
concrete,/'kɒnkri:t/,"n. 凝结物, 混凝土；a. 具体的, 实在的, 混凝土的；v. (使)凝结, 用混凝土浇筑",n. a strong hard building material composed of sand and gravel and cement and water；v. cover with cement
condemn,/kәn'dem/,"vt. 判刑, 责备, 谴责；[法] 定罪, 判刑, 宣告有罪",v. express strong disapproval of；v. declare or judge unfit for use or habitation
condense,/kәn'dens/,"vt. 使浓缩, 使压缩, 缩短；vi. 浓缩, 凝结",v. undergo condensation; change from a gaseous to a liquid state and fall in drops；v. remove water from
condition,/kәn'diʃәn/,"n. 情况, 条件；vt. 使健康, 以...为条件, 决定, 使适应；[计] 条件",n. a state at a particular time；n. an assumption on which rests the validity or effect of something else
conduct,"/'kɔndʌkt, -dәkt/","n. 行为, 举动, 指导；vt. 为人, 指挥, 管理, 实施；vi. 领导, 传导, 指挥","v. direct the course of; manage or control；v. lead, as in the performance of a composition; Barenboim conducted the Chicago symphony for years"""
conductor,/kәn'dʌktә/,"n. 领导者, 指挥者, 售票员, 向导；[化] 导体",n. the person who leads a musical group；n. a substance that readily conducts e.g. electricity and heat
confer,/kәn'fә:/,"vt. 授予, 带来；vi. 协商",v. have a conference in order to talk something over；v. present
conference,/'kɒnfәrәns/,"n. 会议；[经] 会议, 讨论会, 协商会",n. a prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)；n. a discussion among participants who have an agreed (serious) topic
confess,/kәn'fes/,"v. 承认, 坦白, 忏悔, 供认","v. confess to a punishable or reprehensible deed, usually under pressure；v. confess to God in the presence of a priest, as in the Catholic faith"
confidence,/'kɒnfidәns/,n. 信心；[电] 可靠,n. a feeling of trust (in someone or something)；n. a state of confident hopefulness that events will be favorable
confident,/'kɒnfidәnt/,"a. 有信心的, 有把握的",a. having or marked by confidence or assurance；s. not liable to error in judgment or action
confidential,/.kɒnfi'denʃәl/,"a. 机密的, 获他人信赖的, 易于信任他人的；[经] 秘密件",s. entrusted with private information and the confidence of another；s. (of information) given in confidence or in secret
confine,/kәn'fain/,"vt. 限制, 使不外出, 禁闭；vi. 邻接, 交界；n. 边缘, 范围, 区域",v. prevent from leaving or from being removed；v. deprive of freedom; take into confinement
confirm,/kәn'fә:m/,"vt. 证实, 确定, 批准, 使巩固；[计] 确认",v. establish or strengthen as with new evidence or facts；v. strengthen or make more firm
conflict,/'kɒnflikt/,"n. 战斗, 冲突, 矛盾, 争执；vi. 争执, 战斗, 冲突, 抵触；[计] 冲突",n. an open clash between two opposing groups (or individuals)；n. opposition between two simultaneous but incompatible feelings
conform,/kәn'fɒ:m/,"vt. 使一致, 使遵守, 使符合；vi. 一致, 符合, 适应","v. be similar, be in line with"
conformity,/kәn'fɒ:miti/,"n. 遵照, 适合, 一致, 相似；[计] 符合度",n. correspondence in form or appearance；n. acting according to certain accepted standards
confront,/kәn'frʌnt/,"vt. 使面对, 对抗, 遭遇, 使对质, 比较；[法] 对证, 使对质, 比较","v. oppose, as in hostility or a competition；v. deal with (something unpleasant) head on"
confuse,/kәn'fju:z/,"vt. 使混乱, 使狼狈, 使困惑；[法] 混淆",v. mistake one thing for another；v. be confusing or perplexing to; cause to be unable to think clearly
confusion,/kәn'fju:ʒәn/,"n. 混乱, 混淆, 无秩序；[计] 含混",n. disorder resulting from a failure to behave predictably；n. a mental state characterized by a lack of clear and orderly thought and behavior
congratulate,/kәn'grætʃәleit/,"vt. 祝贺, 庆贺",v. express congratulations
congratulation,/kәn.grætʃә'leiʃәn/,"n. 祝贺, 恭喜",n. the act of acknowledging that someone has an occasion for celebration；n. (usually plural) an expression of pleasure at the success or good fortune of another
congress,/'kɒŋgres/,"n. 国会, 会议, 讨论会；[医] 会议, 会合",n. the legislature of the United States government；n. a meeting of elected or appointed representatives
conjunction,/kәn'dʒʌŋkʃәn/,"n. 连接词, 联合, 结合；[计] 合取",n. an uninflected function word that serves to conjoin words or phrases or clauses or sentences；n. the grammatical relation between linguistic units (words or phrases or clauses) that are connected by…
connect,/kә'nekt/,"v. 连接, 联合, 联系","v. connect, fasten, or put together two or more pieces；v. be or become joined or united or linked"
connection,/kә'nekʃәn/,"n. 连接, 关系, 前后关系；[计] 连接",n. a relation between things or events (as in the case of one causing the other or sharing features with it)；n. the state of being connected
connotation,/.kɒnәu'teiʃәn/,"n. 含蓄, 内涵",n. an idea that is implied or suggested
conquer,/'kɒŋkә/,"vt. 克服, 征服, 战胜；vi. 得胜",v. overcome by conquest
conquest,/'kɒŋkwest/,"n. 战胜, 征服, 战利品；[法] 征服, 赢得, 获得",n. the act of conquering；n. success in mastering something difficult
conscience,/'kɒnʃәns/,"n. 良心；[法] 良心, 道德感, 正义感",n. motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions；n. conformity to one's own sense of right conduct
conscientious,/.kɒnʃi'enʃәs/,"a. 有责任心的, 负责的, 本着良心的；[法] 凭良心做的, 有道德感的",s. characterized by extreme care and great effort；a. guided by or in accordance with conscience or sense of right and wrong
conscious,/'kɒnʃәs/,"a. 有意识的, 知觉的, 觉察的；[医] 有意识的, 清醒的",s. intentionally conceived；a. knowing and perceiving; having awareness of surroundings and sensations and thoughts
consecutive,/kәn'sekjutiv/,"a. 连续的, 联贯的；[计] 连续的; 连接的",s. in regular succession without gaps；r. in a consecutive manner
consensus,/kәn'sensәs/,"n. 合意, 一致, 同感；[计] 合意",n. agreement in the judgment or opinion reached by a group as a whole
consent,/kәn'sent/,"n. 同意, 许可；vi. 同意, 赞同",n. permission to do something
consequence,/'kɒnsikwәns/,"n. 结果, 重要性；[法] 结果, 后果, 推断",n. a phenomenon that follows and is caused by some previous phenomenon；n. the outcome of an event especially as relative to an individual
consequently,/'kɒnsikwәntli/,adv. 所以,r. (sentence connectors) because of the reason given；r. as a consequence
conservation,/.kɒnsә'veiʃәn/,"n. 保护, 保存；[医] 保存",n. an occurrence of improvement by virtue of preventing loss or injury or other change；n. the preservation and careful management of the environment and of natural resources
Conservative,/kәn'sә:vәtiv/,"a. 保守的, 守旧的, 有保存力的；[化] 防腐剂; 保存剂",n. a person who is reluctant to accept changes and new ideas；n. a member of a Conservative Party
conserve,/kәn'sә:v/,"n. 蜜饯, 果酱；vt. 保存, 使(能量等)守恒",n. fruit preserved by cooking with sugar；v. keep constant through physical or chemical reactions or evolutionary change
consider,/kәn'sidŋ/,"v. 考虑, 思考, 认为",v. take into consideration for exemplifying purposes；v. show consideration for; take into account
considerable,/kәn'sidәrәbl/,"a. 相当的, 可观的, 重要的",a. large or relatively large in number or amount or extent or degree
considerate,/kәn'sidәrit/,"a. 体贴的, 体谅的, 考虑周到的",a. showing concern for the rights and feelings of others
consideration,/kәn.sidә'reiʃәn/,"n. 考虑, 原因；[法] 考虑, 思考, 报酬",n. the process of giving careful thought to something；n. a discussion of a topic (as in a meeting)
consist,/kәn'sist/,"vi. 组成, 存在于, 一致","v. have its essential character; be comprised or contained in; be embodied in；v. be consistent in form, tenor, or character; be congruous"
consistent,/kәn'sistәnt/,"a. 一致的, 坚持的, 并立的, 坚固的",a. (sometimes followed by `with') in agreement or consistent or reliable；s. the same throughout in structure or composition
console,/kәn'sәul/,"vt. 安慰, 藉慰；n. 控制台；[计] 控制台",n. a scientific instrument consisting of displays and an input device that an operator can use to monitor and control a system (especially a computer system)；n. an ornamental scroll-shaped bracket (es…
consolidate,/kәn'sɒlideit/,"vt. 巩固, 使联合, 统一；vi. 巩固；[计] 合并计算",v. unite into one；v. make firm or secure; strengthen
conspicuous,/kәn'spikjuәs/,"a. 显著的, 显眼的, 出众的",a. obvious to the eye or mind
conspiracy,/kәn'spirәsi/,"n. 同谋, 阴谋, 阴谋集团；[法] 阴谋, 通谋, 共谋",n. a secret agreement between two or more people to perform an unlawful act；n. a plot to carry out some harmful or illegal act (especially a political plot)
conspire,/kәn'spaiә/,"vi. 阴谋, 协力, 共谋；vt. 图谋","v. engage in plotting or enter into a conspiracy, swear together；v. act in unison or agreement and in secret towards a deceitful or illegal purpose"
constant,/'kɒnstәnt/,"n. 常数, 恒量；a. 不变的, 一定的, 时常的；[计] 常量; 常数; 恒值",n. a quantity that does not vary；n. a number representing a quantity assumed to have a fixed value in a specified mathematical context
constituent,/kәn'stitjuәnt/,"n. 成分, 选民, 构成物；a. 构成的, 组织的, 选举的",n. a member of a constituency; a citizen who is represented in a government by officials for whom he or she votes；n. (grammar) a word or phrase or clause forming part of a larger grammatical construct…
constitute,/kәn'stitjut/,"vt. 构成, 组成, 任命；[建] 构造, 组成",v. form or compose
constitution,/.kɒnsti'tju:ʃәn/,"n. 构成, 宪法, 体格；[医] 体质; 结构, 组织",n. the act of forming or establishing something；n. the way in which someone or something is composed
constrain,/kәn'strein/,"vt. 强迫, 限制, 关押",v hold back；v restrict
construct,/kәn'strʌkt/,"vt. 构造, 建造, 对...进行构思, 作图；n. 构成物",v. make by combining materials and parts；v. draw with suitable instruments and under specified conditions
construction,/kәn'strʌkʃәn/,"n. 建筑, 构造, 建筑物；[化] 施工",n. the act of constructing something；n. a group of words that form a constituent of a sentence and are considered as a single unit
consult,/kәn'sʌlt/,"vi. 商讨, 商量, 协商, 会诊；vt. 向...请教, 查阅, 考虑",v. get or ask advice from；v. seek information from
